range_km,range_miles,battery_kwh,battery_wh,charge_time_min,charge_time_hours,production_year,num_recalls,is_premium
380.12,,52.99,,12.73,,2022,2,0
304.37,,84.21,,66.94,,2021,2,0
354.56,,80.69,,100.51,,2024,3,0
401.32,,67.6,,56.53,,2021,0,1
309.74,,72.6,,47.84,,2021,1,0
443.61,,69.73,,8.0,,2024,2,1
449.83,,88.29,,9.55,,2020,4,0
311.52,,61.62,,46.13,,2024,5,1
454.67,,65.8,,64.6,,2022,1,0
372.1,,64.83,,8.0,,2020,1,0
403.02,,75.1,,8.0,,2021,1,0
352.68,,72.56,,15.68,,2023,1,0
430.77,,74.0,,43.49,,2018,1,1
402.34,,63.19,,30.14,,2023,2,1
335.22,,86.85,,8.0,,2021,1,1
315.91,,67.46,,8.0,,2024,1,0
299.68,,83.88,,58.6,,2019,1,0
390.34,,103.39,,14.84,,2020,2,0
411.49,,63.27,,8.0,,2022,2,0
415.8,,75.42,,8.0,,2024,1,0
373.51,,70.68,,79.8,,2021,2,0
316.37,,92.31,,26.8,,2024,1,1
342.49,,69.19,,29.42,,2019,0,0
443.38,,74.49,,8.0,,2020,2,1
353.35,,74.27,,28.16,,2020,0,1
387.89,,71.0,,43.59,,2023,3,1
320.84,,79.55,,8.0,,2021,0,0
398.51,,72.93,,97.78,,2024,2,0
354.83,,76.82,,64.24,,2022,3,0
437.57,,74.14,,67.99,,2024,1,0
422.55,,65.95,,32.3,,2020,2,0
352.74,,69.31,,17.07,,2024,1,1
373.03,,77.55,,42.96,,2023,0,1
349.69,,77.51,,10.73,,2022,1,0
301.93,,84.45,,8.0,,2023,3,1
332.84,,90.59,,32.46,,2024,2,0
390.9,,66.79,,27.35,,2021,1,0
397.89,,73.35,,8.0,,2020,1,1
388.17,,70.07,,31.75,,2020,1,0
363.4,,60.93,,33.21,,2024,1,0
431.32,,77.65,,86.18,,2021,0,1
383.49,,79.78,,59.8,,2024,1,0
418.68,,61.23,,10.3,,2020,0,1
282.44,,68.26,,71.54,,2022,0,1
164.27,,67.28,,145.92,,2023,3,1
395.61,,56.92,,52.96,,2024,0,0
301.64,,71.64,,64.95,,2023,2,0
368.32,,60.55,,13.01,,2018,0,1
363.38,,73.59,,202.28,,2023,1,1
467.31,,74.69,,8.15,,2023,0,0
402.0,,75.93,,58.37,,2020,0,0
389.12,,76.41,,21.12,,2023,0,0
426.03,,87.31,,18.54,,2024,4,0
400.27,,63.91,,14.1,,2018,2,0
354.83,,64.42,,24.43,,2024,1,1
438.93,,78.55,,65.72,,2021,1,0
318.96,,70.68,,118.85,,2023,0,1
397.78,,83.25,,22.61,,2021,0,0
294.88,,77.62,,44.29,,2023,1,0
391.22,,91.18,,65.19,,2022,0,0
390.61,,71.09,,8.0,,2021,2,0
472.21,,57.18,,135.77,,2022,0,1
293.93,,75.41,,9.99,,2021,1,1
346.95,,71.28,,103.57,,2020,0,0
425.25,,77.34,,181.13,,2022,1,1
398.44,,78.63,,8.0,,2023,1,0
389.92,,66.65,,93.77,,2020,2,1
327.41,,61.91,,43.02,,2024,4,1
347.5,,70.54,,71.54,,2018,0,0
448.48,,48.19,,8.0,,2021,1,0
377.17,,72.81,,75.49,,2021,0,0
400.64,,67.93,,41.31,,2019,1,0
373.66,,80.62,,30.01,,2019,1,1
314.93,,52.14,,34.48,,2024,1,1
431.36,,72.06,,57.31,,2021,2,1
407.68,,87.76,,14.84,,2021,1,0
506.81,,78.75,,120.67,,2023,0,0
324.14,,81.81,,15.44,,2023,2,0
425.24,,75.4,,88.04,,2023,3,0
307.87,,55.38,,8.0,,2022,1,0
388.65,,73.67,,104.27,,2023,1,0
433.71,,76.08,,80.12,,2024,0,0
266.03,,61.22,,8.0,,2020,1,0
368.73,,70.73,,56.08,,2022,3,0
349.02,,42.99,,19.68,,2024,0,0
341.39,,68.66,,27.45,,2024,0,1
401.19,,67.64,,8.0,,2019,1,0
441.64,,86.02,,10.04,,2024,0,0
372.67,,65.97,,129.0,,2023,3,1
391.3,,69.34,,22.73,,2023,3,0
386.29,,71.21,,8.0,,2020,0,0
380.1,,66.1,,30.4,,2022,0,0
320.09,,79.2,,220.08,,2021,0,1
440.96,,52.08,,17.0,,2022,1,1
396.24,,83.37,,8.0,,2023,3,1
401.72,,71.88,,43.33,,2020,0,0
335.64,,85.02,,105.99,,2020,1,1
354.74,,44.53,,82.32,,2021,2,0
370.31,,47.64,,44.94,,2023,0,1
295.62,,69.08,,8.55,,2023,1,1
287.16,,77.06,,64.43,,2023,0,0
346.96,,66.45,,72.78,,2024,1,1
408.74,,77.84,,79.55,,2023,4,1
344.08,,81.81,,21.73,,2022,0,0
323.97,,78.66,,22.08,,2022,0,0
335.19,,73.03,,8.0,,2023,1,1
354.96,,72.96,,62.22,,2024,1,0
360.54,,65.85,,56.13,,2024,1,0
499.1,,71.45,,8.0,,2022,0,1
438.0,,61.76,,8.0,,2022,1,1
436.36,,64.15,,127.29,,2023,1,1
444.27,,77.14,,8.0,,2022,2,0
325.06,,67.37,,41.6,,2020,3,0
312.77,,64.62,,25.39,,2024,1,1
319.12,,76.49,,63.1,,2022,1,0
453.4,,75.8,,8.0,,2024,1,1
349.9,,69.85,,48.17,,2022,2,1
311.18,,70.51,,40.08,,2021,1,0
356.3,,76.16,,80.7,,2020,3,0
366.88,,81.69,,30.7,,2021,2,0
394.76,,74.01,,54.73,,2020,1,0
393.8,,60.08,,24.17,,2024,2,0
334.45,,69.79,,173.62,,2023,3,1
417.71,,67.93,,34.43,,2024,1,0
344.84,,61.47,,58.82,,2020,2,0
371.4,,76.98,,8.0,,2019,1,0
417.77,,77.75,,26.09,,2022,1,0
344.7,,79.26,,8.0,,2024,3,0
348.69,,62.09,,8.0,,2019,1,0
412.54,,73.57,,29.63,,2023,0,0
332.82,,71.94,,18.24,,2019,0,0
358.84,,75.07,,25.87,,2020,0,0
410.57,,73.3,,28.79,,2023,2,1
492.98,,71.87,,8.0,,2020,0,0
413.3,,70.67,,19.13,,2018,2,0
406.0,,83.07,,82.76,,2020,1,0
409.19,,63.38,,81.57,,2023,3,0
320.97,,70.27,,28.33,,2022,1,1
386.36,,82.81,,58.08,,2022,1,1
378.36,,63.89,,58.83,,2022,1,1
397.69,,64.4,,8.0,,2020,0,0
386.41,,79.34,,39.64,,2020,0,1
400.88,,57.76,,68.56,,2020,0,1
362.87,,78.61,,37.86,,2023,1,0
383.22,,67.1,,32.76,,2024,2,0
312.47,,76.1,,31.82,,2020,2,0
362.41,,59.79,,29.79,,2020,0,1
456.5,,83.85,,63.27,,2021,1,1
397.53,,59.83,,43.19,,2024,0,0
378.85,,79.25,,10.19,,2020,1,0
484.29,,60.25,,23.86,,2023,3,1
305.15,,90.08,,31.59,,2019,3,1
318.98,,71.29,,22.8,,2023,2,0
474.2,,91.51,,11.39,,2020,2,1
382.53,,63.81,,8.0,,2024,1,1
366.66,,67.57,,8.0,,2018,1,0
314.04,,84.11,,14.76,,2022,0,0
404.62,,57.74,,21.64,,2023,2,1
409.95,,65.01,,48.24,,2023,0,1
319.8,,76.95,,176.16,,2024,0,1
372.28,,61.81,,95.61,,2023,1,0
361.55,,77.22,,70.58,,2019,6,0
394.08,,73.7,,70.58,,2023,1,0
318.44,,56.86,,38.07,,2022,5,0
448.86,,81.68,,12.24,,2019,0,0
430.37,,59.38,,26.82,,2020,0,0
360.03,,79.71,,8.0,,2024,3,1
368.1,,73.28,,35.1,,2022,2,1
372.5,,67.45,,8.0,,2020,1,1
337.19,,60.95,,8.82,,2023,1,0
355.61,,75.29,,52.32,,2022,2,0
365.14,,63.27,,13.62,,2020,1,0
468.71,,84.08,,22.88,,2022,3,0
432.06,,84.44,,74.93,,2024,3,0
431.41,,88.42,,8.0,,2023,2,0
400.35,,74.81,,8.0,,2021,1,0
318.55,,67.96,,10.92,,2018,2,0
377.72,,69.03,,48.44,,2020,0,1
433.38,,68.3,,11.31,,2020,1,1
310.8,,74.48,,83.7,,2021,2,0
415.01,,76.37,,18.21,,2024,3,1
507.74,,84.32,,14.0,,2020,1,0
438.4,,72.2,,11.14,,2018,1,1
457.77,,57.97,,35.84,,2020,0,1
392.01,,67.93,,81.48,,2022,1,0
433.24,,87.56,,21.88,,2019,1,1
340.52,,56.43,,12.22,,2022,0,0
423.77,,79.39,,22.94,,2021,2,1
415.99,,68.09,,98.77,,2021,0,0
395.95,,63.17,,17.11,,2020,1,0
452.38,,75.96,,44.79,,2023,1,0
350.37,,87.61,,16.8,,2021,1,0
369.71,,75.4,,47.17,,2019,2,0
385.25,,69.37,,89.41,,2021,2,1
323.37,,59.04,,38.33,,2024,0,0
392.48,,71.01,,123.73,,2023,0,0
285.46,,58.68,,38.64,,2024,1,1
437.58,,68.9,,154.72,,2024,2,0
382.57,,71.37,,54.03,,2022,4,0
351.35,,48.39,,44.43,,2022,0,1
334.11,,85.88,,74.38,,2024,0,0
367.1,,59.61,,8.0,,2024,2,1
417.85,,70.14,,12.49,,2023,0,1
410.13,,77.34,,10.23,,2024,2,0
341.2,,85.09,,8.0,,2023,3,0
333.47,,64.08,,116.64,,2021,2,0
416.13,,46.91,,8.0,,2019,2,0
340.27,,82.79,,12.81,,2023,0,0
383.3,,59.51,,17.15,,2024,2,0
386.81,,75.59,,41.15,,2024,0,0
397.16,,76.22,,61.27,,2018,0,1
427.2,,39.48,,38.98,,2023,1,1
310.54,,55.85,,58.05,,2023,2,0
274.89,,67.39,,21.6,,2021,1,0
348.79,,46.16,,229.64,,2022,2,0
479.08,,58.62,,8.0,,2022,2,0
491.22,,73.23,,21.44,,2024,2,1
480.71,,71.12,,74.97,,2021,1,0
369.39,,75.03,,11.9,,2020,2,0
281.98,,76.49,,58.37,,2023,0,0
251.13,,55.18,,19.03,,2021,0,1
346.23,,59.15,,8.21,,2019,0,0
369.11,,79.61,,21.69,,2024,1,1
451.53,,87.24,,64.52,,2021,1,1
427.73,,62.33,,8.0,,2024,0,1
392.51,,74.59,,30.49,,2021,1,0
331.06,,80.07,,56.8,,2022,1,1
327.16,,74.38,,58.49,,2020,4,0
393.98,,69.51,,20.73,,2022,1,0
418.34,,65.59,,26.38,,2021,1,1
401.55,,91.85,,81.62,,2023,0,0
323.1,,72.96,,9.81,,2018,1,1
415.79,,75.89,,206.02,,2023,1,1
403.43,,75.24,,22.82,,2022,1,0
321.11,,63.88,,13.53,,2021,1,1
336.86,,72.51,,8.0,,2019,5,0
417.87,,68.78,,8.0,,2019,1,1
367.1,,68.6,,59.33,,2023,2,0
467.4,,75.17,,44.0,,2023,1,0
407.56,,62.84,,11.89,,2022,0,1
353.24,,59.95,,109.93,,2018,1,1
379.44,,77.03,,75.85,,2024,0,0
383.49,,66.68,,13.18,,2023,0,0
339.94,,68.55,,16.83,,2019,0,1
329.81,,52.71,,8.58,,2021,0,0
418.58,,81.63,,43.21,,2019,3,0
426.49,,77.24,,50.73,,2024,3,0
413.21,,79.08,,21.17,,2022,1,1
463.34,,75.87,,56.12,,2021,1,1
350.2,,56.84,,200.57,,2023,1,0
472.08,,74.29,,39.76,,2023,4,0
330.45,,65.91,,44.01,,2023,4,0
324.3,,62.37,,19.66,,2024,2,0
283.2,,77.0,,8.0,,2022,2,0
355.48,,88.59,,129.25,,2018,4,1
352.3,,86.93,,62.16,,2020,3,0
408.93,,78.22,,49.95,,2024,0,1
393.41,,71.7,,8.0,,2019,1,1
314.39,,69.84,,59.77,,2023,1,1
358.4,,62.95,,46.57,,2020,1,0
359.57,,69.3,,35.34,,2024,2,1
282.32,,81.09,,41.04,,2020,0,1
326.05,,90.23,,105.23,,2021,0,1
337.61,,63.84,,8.0,,2023,0,0
458.85,,52.05,,8.0,,2023,1,1
390.53,,66.69,,94.56,,2021,1,0
416.42,,81.04,,8.0,,2023,5,0
297.58,,92.72,,98.26,,2024,0,1
445.68,,85.1,,8.0,,2020,3,0
451.56,,84.85,,63.47,,2020,3,0
270.09,,63.5,,93.06,,2022,1,1
341.21,,63.79,,39.82,,2021,2,0
407.27,,58.76,,43.08,,2021,0,1
415.44,,65.35,,8.0,,2022,1,0
342.68,,81.14,,9.95,,2023,2,0
363.2,,88.24,,96.49,,2021,1,0
347.14,,75.46,,72.9,,2021,1,0
386.07,,69.45,,8.0,,2022,2,1
445.84,,61.33,,70.42,,2024,0,0
337.59,,70.87,,23.13,,2023,0,1
435.05,,74.03,,34.55,,2021,1,0
337.01,,57.37,,8.0,,2024,1,0
333.38,,81.21,,21.36,,2023,1,1
425.02,,67.76,,23.97,,2020,2,0
430.71,,80.61,,46.5,,2023,0,0
426.83,,71.89,,45.01,,2024,2,0
307.63,,74.97,,33.43,,2022,0,0
354.37,,64.98,,8.0,,2023,0,0
425.26,,68.55,,8.0,,2020,2,0
382.28,,78.42,,8.0,,2019,2,0
320.95,,70.69,,91.85,,2023,0,1
405.21,,60.95,,97.43,,2022,1,0
340.69,,73.12,,68.98,,2022,0,0
478.7,,75.86,,8.07,,2021,2,0
464.97,,85.73,,77.01,,2022,4,0
413.23,,83.53,,8.73,,2019,0,0
454.86,,71.35,,33.97,,2019,3,0
383.56,,66.53,,55.6,,2022,1,1
422.1,,69.72,,8.0,,2022,0,0
461.27,,66.76,,38.27,,2024,1,0
393.5,,77.06,,12.15,,2021,2,0
365.96,,82.42,,28.93,,2023,1,0
286.25,,84.4,,20.34,,2021,2,0
375.43,,67.88,,48.73,,2021,0,1
425.29,,66.88,,28.21,,2023,2,0
432.01,,67.8,,15.08,,2022,1,0
407.74,,52.68,,101.3,,2021,1,0
350.23,,59.97,,134.21,,2022,3,0
271.27,,71.65,,68.0,,2024,2,0
352.76,,75.79,,36.51,,2023,0,0
363.26,,76.91,,90.62,,2024,0,0
362.79,,64.2,,38.66,,2024,0,1
414.02,,67.09,,8.0,,2023,0,0
489.21,,69.3,,8.0,,2020,3,1
386.79,,68.19,,54.36,,2021,1,0
368.08,,78.88,,58.64,,2022,1,0
365.74,,58.92,,109.26,,2018,0,1
386.84,,60.51,,73.02,,2023,1,1
334.44,,69.02,,42.86,,2024,0,1
386.61,,58.34,,8.87,,2024,1,0
404.79,,53.0,,37.86,,2023,1,1
391.53,,57.07,,23.96,,2023,0,0
405.16,,69.57,,11.09,,2024,0,1
403.86,,78.31,,67.41,,2021,0,0
282.55,,78.51,,8.0,,2022,0,1
415.03,,87.88,,41.8,,2023,2,0
343.09,,73.02,,39.63,,2022,2,1
319.73,,74.36,,15.2,,2024,1,0
319.26,,69.5,,23.55,,2021,1,0
403.84,,69.98,,8.0,,2022,0,0
367.76,,92.81,,8.0,,2020,2,1
287.49,,74.61,,8.0,,2023,0,1
406.29,,75.48,,8.05,,2021,3,0
300.82,,60.55,,84.72,,2022,2,0
387.69,,76.1,,31.06,,2019,2,0
393.12,,78.58,,8.0,,2023,2,0
428.71,,83.1,,99.08,,2022,1,1
477.99,,78.3,,35.34,,2023,0,1
304.94,,70.73,,8.0,,2021,1,0
377.11,,70.31,,60.42,,2024,1,0
364.8,,71.28,,26.94,,2024,3,0
403.86,,73.07,,31.97,,2022,0,0
391.86,,84.68,,39.9,,2019,0,0
360.61,,82.73,,8.0,,2022,2,1
355.75,,79.53,,123.96,,2023,2,0
318.6,,92.29,,12.39,,2022,2,1
434.33,,45.44,,40.84,,2024,2,0
405.26,,67.4,,81.27,,2024,2,0
430.48,,71.89,,16.94,,2023,1,1
362.93,,65.28,,41.48,,2023,2,1
343.87,,62.7,,188.95,,2019,0,0
320.69,,54.83,,80.19,,2021,1,0
399.74,,68.89,,63.46,,2021,2,0
322.81,,80.94,,24.3,,2021,3,0
481.68,,79.74,,25.21,,2023,1,0
308.08,,64.48,,27.91,,2022,0,1
395.05,,74.2,,49.25,,2022,1,0
466.18,,85.58,,8.0,,2020,0,0
412.95,,56.8,,82.89,,2020,0,1
389.66,,70.41,,8.0,,2022,3,1
326.73,,74.86,,8.0,,2019,3,0
304.0,,72.1,,27.61,,2020,0,1
422.35,,80.51,,12.2,,2024,2,1
462.84,,57.02,,19.11,,2022,0,0
355.86,,61.94,,16.98,,2024,0,0
317.35,,78.82,,13.16,,2018,1,1
244.8,,54.98,,20.1,,2024,0,1
326.06,,80.12,,29.56,,2023,3,0
373.75,,76.5,,27.17,,2023,1,1
467.95,,79.42,,70.18,,2024,1,0
417.02,,67.31,,15.47,,2023,1,0
396.78,,77.1,,13.91,,2018,1,1
357.99,,60.28,,29.49,,2024,0,0
347.93,,67.85,,8.0,,2024,2,1
457.31,,72.36,,8.0,,2022,1,1
391.04,,63.01,,68.25,,2019,1,1
264.36,,74.18,,28.59,,2024,0,0
342.96,,60.56,,8.0,,2022,1,0
332.8,,74.69,,24.38,,2021,1,0
349.96,,89.42,,21.33,,2024,2,0
410.96,,59.43,,11.87,,2020,2,0
374.09,,71.77,,19.55,,2020,2,1
375.77,,55.82,,8.77,,2022,0,1
452.24,,63.67,,25.04,,2021,1,0
341.69,,79.02,,22.06,,2022,2,0
482.53,,67.69,,39.28,,2020,1,0
343.08,,79.42,,119.66,,2023,2,1
384.91,,75.56,,8.62,,2021,1,1
364.53,,71.35,,22.69,,2024,0,0
386.79,,61.71,,34.69,,2023,1,1
404.45,,78.85,,33.26,,2021,2,0
403.86,,75.04,,45.48,,2023,2,0
338.58,,56.72,,13.1,,2021,1,0
318.24,,62.35,,42.28,,2022,1,0
517.67,,44.31,,9.43,,2019,2,0
353.38,,58.34,,8.0,,2022,0,0
418.46,,68.87,,74.83,,2024,4,0
291.58,,61.44,,26.96,,2023,2,0
364.62,,63.68,,21.26,,2022,0,0
373.0,,85.91,,110.81,,2024,1,1
406.0,,82.29,,51.96,,2022,3,0
230.27,,65.05,,47.48,,2024,0,0
389.14,,79.94,,9.07,,2022,2,1
316.76,,84.15,,9.86,,2023,1,1
397.84,,78.19,,27.72,,2018,2,0
323.0,,74.99,,44.37,,2023,0,1
332.95,,82.98,,21.13,,2021,0,1
364.95,,79.7,,8.0,,2019,0,0
322.12,,59.87,,48.26,,2020,0,0
353.85,,70.11,,62.42,,2022,0,0
314.36,,66.48,,121.29,,2022,1,0
279.18,,83.52,,22.07,,2023,0,0
435.99,,66.2,,12.54,,2022,2,0
308.72,,64.48,,109.25,,2024,0,0
370.17,,82.27,,52.74,,2019,1,1
421.41,,74.6,,8.0,,2019,2,0
346.18,,93.12,,36.44,,2020,1,1
334.62,,63.38,,8.0,,2019,2,0
392.44,,66.81,,10.79,,2023,1,0
441.49,,83.22,,8.0,,2021,1,0
315.69,,59.21,,9.63,,2023,2,0
371.74,,85.2,,28.27,,2023,3,0
284.71,,59.93,,14.91,,2022,1,0
358.37,,78.1,,8.0,,2022,0,1
381.88,,53.57,,27.63,,2022,0,0
333.0,,72.45,,51.77,,2023,1,0
354.87,,58.3,,8.0,,2022,4,0
302.55,,91.26,,89.9,,2022,0,0
384.24,,61.28,,44.46,,2023,0,0
438.06,,63.71,,30.78,,2024,0,0
319.66,,77.35,,21.2,,2024,1,0
345.75,,65.99,,20.99,,2022,2,1
407.64,,79.0,,17.17,,2023,1,0
446.66,,64.89,,8.0,,2021,1,0
297.87,,64.12,,8.0,,2022,3,0
370.72,,71.72,,15.51,,2023,0,0
395.57,,59.83,,46.19,,2024,1,0
374.39,,75.96,,14.29,,2019,1,1
243.78,,80.77,,70.25,,2020,0,1
407.56,,77.53,,20.1,,2022,1,0
463.56,,78.43,,41.89,,2023,2,0
386.42,,52.75,,23.75,,2023,0,0
323.29,,67.38,,28.93,,2020,0,0
351.78,,69.73,,12.09,,2023,1,0
477.35,,86.54,,30.29,,2022,3,1
430.05,,66.19,,8.0,,2020,1,1
415.2,,48.98,,20.54,,2024,1,1
399.6,,61.96,,24.98,,2022,1,0
343.64,,65.39,,51.13,,2024,2,0
368.97,,50.44,,21.47,,2022,2,0
375.71,,81.69,,45.99,,2023,1,1
410.23,,56.3,,8.06,,2024,0,0
462.99,,76.46,,8.0,,2021,0,0
441.51,,61.08,,29.61,,2024,4,0
301.93,,87.07,,26.97,,2021,4,1
392.32,,69.24,,46.53,,2020,1,0
420.52,,67.21,,15.8,,2023,2,1
414.04,,77.28,,8.0,,2021,1,1
345.39,,61.93,,54.0,,2024,1,1
540.28,,77.76,,119.74,,2024,2,0
309.76,,67.18,,21.06,,2020,1,0
320.42,,66.05,,39.67,,2024,3,0
392.85,,71.12,,33.04,,2021,3,0
496.42,,61.1,,35.06,,2022,2,1
334.01,,70.09,,84.85,,2019,3,0
365.38,,75.39,,55.99,,2018,2,0
439.25,,48.91,,61.69,,2021,1,0
379.02,,82.91,,8.0,,2018,1,1
361.6,,80.16,,8.0,,2021,1,1
411.11,,53.45,,45.72,,2022,1,1
394.99,,51.9,,32.66,,2023,0,0
436.67,,80.42,,62.52,,2021,1,0
451.03,,79.65,,8.0,,2022,1,0
396.89,,78.23,,35.11,,2021,0,0
396.05,,57.73,,27.96,,2021,1,1
391.78,,90.29,,81.01,,2021,3,0
406.9,,64.45,,8.7,,2022,0,0
383.03,,74.39,,18.01,,2020,2,0
379.97,,74.52,,8.0,,2022,1,1
445.81,,87.93,,25.24,,2021,2,0
463.39,,73.25,,89.55,,2019,3,0
297.08,,76.16,,46.61,,2020,1,0
380.55,,71.23,,57.28,,2024,1,0
342.12,,60.03,,8.0,,2022,1,1
362.9,,48.81,,25.26,,2024,2,1
402.14,,72.33,,76.62,,2020,2,1
416.82,,57.88,,76.31,,2021,0,1
373.83,,75.5,,185.83,,2023,2,0
274.77,,73.49,,31.36,,2021,0,1
326.92,,73.24,,8.0,,2021,0,1
429.31,,61.47,,96.32,,2024,1,1
229.28,,82.37,,131.38,,2018,1,0
445.31,,76.75,,110.36,,2023,0,1
408.67,,60.18,,62.08,,2024,0,0
452.39,,92.69,,10.0,,2020,0,0
369.08,,69.89,,8.0,,2022,1,0
266.62,,58.66,,50.69,,2024,3,0
403.67,,64.42,,8.0,,2022,0,1
450.11,,56.91,,128.7,,2021,3,1
430.86,,85.59,,24.79,,2023,1,0
343.55,,82.8,,8.0,,2021,0,0
384.77,,79.39,,8.0,,2023,0,1
350.69,,77.51,,14.41,,2020,1,0
334.94,,84.48,,51.1,,2020,2,0
432.55,,69.58,,56.14,,2018,2,0
314.14,,76.23,,10.06,,2020,1,0
330.84,,63.88,,43.92,,2020,2,0
319.28,,70.47,,8.0,,2022,2,1
298.04,,76.5,,8.0,,2024,1,1
388.05,,41.19,,32.16,,2020,3,1
443.88,,65.8,,51.11,,2019,4,0
369.83,,73.65,,103.22,,2022,0,0
297.18,,71.22,,24.18,,2020,1,1
426.2,,67.48,,8.0,,2022,3,1
472.71,,77.89,,111.08,,2022,2,1
344.46,,64.92,,24.16,,2018,0,0
353.68,,59.78,,28.9,,2024,1,0
408.36,,83.84,,80.94,,2020,1,0
469.2,,82.43,,37.02,,2024,2,0
351.41,,66.01,,15.07,,2021,1,1
306.72,,71.31,,32.69,,2020,2,0
414.73,,80.46,,41.18,,2019,1,0
423.95,,72.44,,92.63,,2022,1,0
380.34,,77.3,,11.24,,2021,2,0
349.3,,76.76,,34.42,,2024,2,1
434.69,,68.81,,106.34,,2020,2,0
409.04,,77.16,,8.0,,2023,1,0
337.74,,62.35,,9.09,,2020,3,1
382.7,,75.94,,17.86,,2024,2,0
305.66,,71.26,,47.66,,2022,0,0
417.72,,68.39,,77.46,,2024,0,0
365.58,,59.53,,9.33,,2022,1,0
356.04,,73.32,,11.9,,2020,0,0
378.19,,72.39,,72.8,,2022,1,0
382.22,,63.6,,8.0,,2021,2,0
429.22,,56.03,,12.71,,2020,5,0
412.51,,55.56,,55.41,,2024,0,0
371.4,,69.46,,8.0,,2022,1,0
422.0,,75.06,,73.94,,2024,2,1
402.04,,90.5,,28.32,,2023,0,0
356.54,,71.55,,24.92,,2018,2,0
373.14,,55.75,,8.0,,2024,1,0
371.85,,69.93,,47.81,,2023,1,0
407.79,,84.51,,90.48,,2021,1,1
359.81,,65.17,,49.48,,2020,2,0
358.53,,83.19,,16.01,,2019,2,0
488.28,,73.76,,50.4,,2019,0,1
431.69,,78.47,,29.96,,2020,0,0
338.17,,90.59,,80.74,,2018,0,1
411.4,,53.63,,25.85,,2021,1,1
386.51,,80.97,,11.38,,2024,2,0
401.54,,71.05,,8.0,,2022,2,1
387.55,,62.51,,13.86,,2022,2,0
445.43,,70.99,,34.82,,2020,2,0
399.01,,88.91,,8.0,,2020,2,0
376.59,,85.35,,8.0,,2021,1,0
437.32,,51.99,,25.02,,2021,2,0
392.83,,64.3,,17.93,,2024,2,1
386.68,,81.43,,22.91,,2020,1,0
397.27,,71.78,,25.43,,2023,0,0
374.85,,71.82,,61.01,,2022,2,1
380.51,,56.32,,136.18,,2023,3,0
347.73,,64.55,,12.78,,2024,2,1
338.69,,58.42,,119.88,,2021,0,1
325.08,,55.47,,10.89,,2022,1,1
303.44,,59.42,,59.06,,2022,0,0
331.62,,62.72,,48.03,,2021,0,0
370.42,,64.39,,8.0,,2024,1,1
385.67,,63.58,,54.21,,2018,0,0
365.08,,82.2,,97.18,,2021,0,0
250.44,,62.93,,111.82,,2024,0,1
466.6,,86.26,,48.54,,2024,2,0
439.76,,67.16,,64.87,,2023,1,1
404.52,,76.39,,8.0,,2021,2,1
484.91,,76.71,,8.0,,2024,2,0
326.24,,63.02,,12.79,,2019,1,1
483.82,,68.72,,31.83,,2021,0,1
326.91,,66.97,,20.5,,2019,0,0
393.13,,75.72,,44.96,,2019,6,1
309.94,,70.71,,24.78,,2022,1,1
380.81,,64.52,,62.65,,2019,0,0
401.24,,73.19,,52.51,,2023,2,0
371.49,,75.4,,57.77,,2021,0,1
419.26,,90.5,,74.14,,2019,0,0
385.45,,72.68,,75.48,,2021,2,1
351.27,,72.1,,63.51,,2021,2,0
348.83,,76.28,,8.0,,2021,1,0
424.6,,62.51,,40.99,,2022,1,1
344.04,,54.74,,8.0,,2022,1,1
430.35,,68.88,,57.19,,2021,2,0
447.25,,82.72,,8.0,,2024,4,0
288.22,,84.34,,171.67,,2020,0,0
442.31,,53.21,,39.99,,2021,4,1
493.32,,78.66,,8.44,,2022,3,0
393.86,,50.15,,26.53,,2020,0,1
412.95,,76.59,,73.61,,2020,0,1
437.04,,75.99,,8.33,,2018,0,0
364.85,,54.76,,32.32,,2024,2,0
390.03,,82.0,,8.0,,2023,1,0
307.72,,89.44,,65.23,,2024,4,0
387.62,,71.38,,9.09,,2018,1,0
407.4,,73.41,,20.57,,2019,0,0
408.39,,86.79,,31.73,,2022,2,1
438.6,,60.74,,8.0,,2018,1,0
337.39,,60.99,,109.74,,2021,2,0
350.71,,63.61,,26.57,,2024,0,1
484.25,,72.37,,11.07,,2021,0,0
371.73,,72.34,,55.8,,2024,1,0
391.0,,66.47,,94.35,,2019,2,1
376.31,,69.0,,102.4,,2021,2,0
334.81,,66.6,,23.69,,2018,1,0
469.29,,67.08,,18.71,,2022,1,0
350.98,,64.31,,111.25,,2021,0,0
318.0,,64.4,,8.0,,2022,1,1
355.21,,51.99,,58.32,,2023,1,1
269.91,,69.76,,8.21,,2022,1,0
344.18,,52.44,,26.31,,2023,3,0
326.75,,79.51,,129.04,,2022,0,0
413.96,,66.4,,36.55,,2023,0,0
342.96,,70.81,,31.13,,2023,2,1
428.83,,68.27,,8.0,,2024,1,0
456.92,,69.56,,13.64,,2023,1,1
422.96,,84.63,,8.0,,2020,1,1
368.15,,58.49,,87.34,,2022,2,0
387.76,,55.77,,43.48,,2024,0,1
296.13,,73.19,,8.0,,2024,2,1
372.64,,67.04,,18.97,,2022,0,0
332.68,,75.6,,70.06,,2021,1,0
418.19,,79.17,,8.0,,2020,0,0
521.5,,60.94,,10.99,,2020,2,0
407.49,,78.03,,32.74,,2020,2,0
270.49,,61.78,,8.0,,2024,2,1
360.13,,72.75,,20.26,,2023,1,0
386.74,,59.63,,169.03,,2021,1,0
